Student Roll No,Course Number,Reason for Not allotting Preference
ME17B037,HS4571$outside,Slot Clash with already allotted elective course HS4030
ME17B037,HS5920$inside,Slot Clash with already allotted elective course HS4030
ME17B037,HS5920$outside,Slot Clash with already allotted elective course HS4030
ME17B037,HS2370$outside,Slot Clash with already allotted elective course HS4030
ME17B037,HS2370A$outside,Slot Clash with already allotted elective course HS4030
ME17B037,HS3280$outside,Slot Clash with already allotted elective course HS4030
ME17B037,HS3280A$outside,Slot Clash with already allotted elective course HS4030
ME17B041,HS1110$inside,Course capacity is full.
ME17B041,HS1110$outside,Course capacity is full.
ME17B041,HS3090$outside,Course capacity is full.
ME17B041,HS4002$outside,Slot Clash with already allotted elective course HS4450
ME17B041,HS4030$outside,Slot Clash with already allotted elective course HS4450
ME17B041,HS4210$outside,Slot Clash with already allotted elective course HS4450
ME17B041,HS2370$outside,Slot Clash with already allotted elective course HS4450
ME17B041,HS2370A$outside,Slot Clash with already allotted elective course HS4450
ME17B041,HS3280$outside,Slot Clash with already allotted elective course HS4450
ME17B041,HS3280A$outside,Slot Clash with already allotted elective course HS4450
ME17B060,HS1110$inside,Course capacity is full.
ME17B060,HS1110$outside,Course capacity is full.
ME17B060,HS4571$inside,Course capacity is full.
ME17B060,HS4571$outside,Course capacity is full.
ME17B060,HS2370$outside,Slot Clash with already allotted elective course HS4450
ME17B060,HS2370A$outside,Slot Clash with already allotted elective course HS4450
ME17B060,HS3280A$outside,Slot Clash with already allotted elective course HS4450
ME17B060,HS3280$outside,Slot Clash with already allotted elective course HS4450
ME17B060,HS4002$outside,Slot Clash with already allotted elective course HS4450
ME17B060,HS4210$outside,Slot Clash with already allotted elective course HS4450
ME17B060,HS4030$outside,Slot Clash with already allotted elective course HS4450
ME17B065,HS1110$inside,Course capacity is full.
ME17B065,HS1110$outside,Course capacity is full.
ME17B065,HS4571$inside,Course capacity is full.
ME17B065,HS4571$outside,Course capacity is full.
ME17B065,HS3090$outside,Course capacity is full.
ME17B065,HS5920$inside,Course capacity is full.
ME17B065,HS5920$outside,Course capacity is full.
ME17B065,HS4450$outside,Slot Clash with already allotted elective course HS4002
ME17B065,HS2370$outside,Slot Clash with already allotted elective course HS4002
ME17B065,HS4030$outside,Slot Clash with already allotted elective course HS4002
ME17B065,HS2370A$outside,Slot Clash with already allotted elective course HS4002
ME17B065,HS4210$outside,Slot Clash with already allotted elective course HS4002
ME17B065,HS3280A$outside,Slot Clash with already allotted elective course HS4002
ME17B108,HS1110$inside,Course capacity is full.
ME17B108,HS1110$outside,Course capacity is full.
ME17B108,HS4571$inside,Course capacity is full.
ME17B108,HS4571$outside,Course capacity is full.
ME17B108,HS3090$outside,Course capacity is full.
ME17B108,HS4210$outside,Slot Clash with already allotted elective course HS4030
ME17B108,HS2370$outside,Slot Clash with already allotted elective course HS4030
ME17B108,HS4450$outside,Slot Clash with already allotted elective course HS4030
ME17B108,HS4002$outside,Slot Clash with already allotted elective course HS4030
ME17B108,HS3280$outside,Slot Clash with already allotted elective course HS4030
ME17B119,HS1110$inside,Course capacity is full.
ME17B119,HS1110$outside,Course capacity is full.
ME17B119,HS5920$inside,Course capacity is full.
ME17B119,HS5920$outside,Course capacity is full.
ME17B119,HS4571$inside,Course capacity is full.
ME17B119,HS4571$outside,Course capacity is full.
ME17B119,HS3280A$outside,Slot Clash with already allotted elective course HS3280
ME17B119,HS4002$outside,Slot Clash with already allotted elective course HS3280
ME17B119,HS4030$outside,Slot Clash with already allotted elective course HS3280
ME17B119,HS4450$outside,Slot Clash with already allotted elective course HS3280
ME17B119,HS4210$outside,Slot Clash with already allotted elective course HS3280
ME17B119,HS2370$outside,Slot Clash with already allotted elective course HS3280
ME17B119,HS2370A$outside,Slot Clash with already allotted elective course HS3280
ME17B122,HS1110$inside,Course capacity is full.
ME17B122,HS1110$outside,Course capacity is full.
ME17B122,HS3280$outside,Slot Clash with already allotted elective course HS4002
ME17B122,HS4210$outside,Slot Clash with already allotted elective course HS4002
ME17B122,HS4030$outside,Slot Clash with already allotted elective course HS4002
ME17B122,HS4450$outside,Slot Clash with already allotted elective course HS4002
ME17B122,HS3090$outside,Slot Clash with already allotted elective course HS4002
ME17B122,HS2370$outside,Slot Clash with already allotted elective course HS4002
ME17B137,HS1110$inside,Course capacity is full.
ME17B137,HS1110$outside,Course capacity is full.
ME17B137,HS2370A$outside,Slot Clash with already allotted elective course HS2370
ME17B137,HS4002$outside,Slot Clash with already allotted elective course HS2370
ME17B137,HS3280$outside,Slot Clash with already allotted elective course HS2370
ME17B137,HS3280A$outside,Slot Clash with already allotted elective course HS2370
ME17B137,HS3090$outside,Slot Clash with already allotted elective course HS2370
ME17B137,HS4030$outside,Slot Clash with already allotted elective course HS2370
ME17B137,HS5920$inside,Slot Clash with already allotted elective course HS2370
ME17B137,HS5920$outside,Slot Clash with already allotted elective course HS2370
ME17B137,HS4210$outside,Slot Clash with already allotted elective course HS2370
ME17B139,HS1110$inside,Course capacity is full.
ME17B139,HS1110$outside,Course capacity is full.
ME17B151,HS3090$outside,Slot Clash with core course ME1480slotF1
ME17B151,HS4210$outside,Slot Clash with core course ME1480slotF1
ME17B151,HS4030$outside,Slot Clash with core course ME1480slotF1
ME17B151,HS4450$outside,Slot Clash with core course ME1480slotF1
ME17B151,HS4002$outside,Slot Clash with core course ME1480slotF1
ME17B151,HS2370$outside,Slot Clash with core course ME1480slotF1
ME17B151,HS2370A$outside,Slot Clash with core course ME1480slotF1
ME17B151,HS3280$outside,Slot Clash with core course ME1480slotF1
ME17B151,HS3280A$outside,Slot Clash with core course ME1480slotF1
ME17B153,HS1110$inside,Course capacity is full.
ME17B153,HS1110$outside,Course capacity is full.
ME17B153,HS2370A$outside,Slot Clash with already allotted elective course HS2370
ME17B153,HS3280$outside,Slot Clash with already allotted elective course HS2370
ME17B153,HS3280A$outside,Slot Clash with already allotted elective course HS2370
ME17B153,HS3090$outside,Slot Clash with already allotted elective course HS2370
ME17B153,HS4210$outside,Slot Clash with already allotted elective course HS2370
ME17B153,HS4030$outside,Slot Clash with already allotted elective course HS2370
ME17B153,HS4450$outside,Slot Clash with already allotted elective course HS2370
ME17B153,HS4002$outside,Slot Clash with already allotted elective course HS2370
ME17B153,HS5920$inside,Slot Clash with already allotted elective course HS2370
ME17B153,HS5920$outside,Slot Clash with already allotted elective course HS2370
ME17B154,HS4571$outside,Already allotted to inside department version of the course
ME17B154,HS1110$inside,Slot Clash with already allotted elective course HS4571
ME17B154,HS1110$outside,Slot Clash with already allotted elective course HS4571
ME17B154,HS3090$outside,Slot Clash with already allotted elective course HS4571
ME17B154,HS4030$outside,Slot Clash with already allotted elective course HS4571
ME17B154,HS4210$outside,Slot Clash with already allotted elective course HS4571
ME17B154,HS4002$outside,Slot Clash with already allotted elective course HS4571
ME17B154,HS2370$outside,Slot Clash with already allotted elective course HS4571
ME17B154,HS2370A$outside,Slot Clash with already allotted elective course HS4571
ME17B154,HS5920$inside,Slot Clash with already allotted elective course HS4571
ME17B154,HS5920$outside,Slot Clash with already allotted elective course HS4571
ME17B154,HS3280$outside,Slot Clash with already allotted elective course HS4571
ME17B154,HS3280A$outside,Slot Clash with already allotted elective course HS4571
ME17B154,HS4450$outside,Slot Clash with already allotted elective course HS4571
ME17B165,HS3021$outside,Course capacity is full.
ME17B165,HS4571$inside,Course capacity is full.
ME17B165,HS4571$outside,Course capacity is full.
ME17B165,HS1110$inside,Course capacity is full.
ME17B165,HS1110$outside,Course capacity is full.
ME17B165,HS2370$outside,Slot Clash with already allotted elective course HS4002
ME17B165,HS2370A$outside,Slot Clash with already allotted elective course HS4002
ME17B165,HS3090$outside,Slot Clash with already allotted elective course HS4002
ME17B165,HS3280$outside,Slot Clash with already allotted elective course HS4002
ME17B165,HS3280A$outside,Slot Clash with already allotted elective course HS4002
CH17B077,HS4030$outside,Slot Clash with already allotted elective course HS4210
NA17B002,HS5920$inside,Slot Clash with core course CY1002slotR2
NA17B002,HS5920$outside,Slot Clash with core course CY1002slotR2
NA17B002,HS2370$outside,Slot Clash with core course CY1002slotR2
NA17B002,HS2370A$outside,Slot Clash with core course CY1002slotR2
NA17B002,HS4002$outside,Slot Clash with core course CY1002slotR2
NA17B002,HS4571$inside,Slot Clash with core course CY1002slotR2
NA17B002,HS4571$outside,Slot Clash with core course CY1002slotR2
NA17B002,HS4450$outside,Slot Clash with core course CY1002slotR2
NA17B006,HS5920$inside,Slot Clash with core course CY1002slotR2
NA17B006,HS5920$outside,Slot Clash with core course CY1002slotR2
NA17B006,HS2370$outside,Slot Clash with core course CY1002slotR2
NA17B006,HS2370A$outside,Slot Clash with core course CY1002slotR2
NA17B006,HS4002$outside,Slot Clash with core course CY1002slotR2
NA17B006,HS4571$inside,Slot Clash with core course CY1002slotR2
NA17B006,HS4571$outside,Slot Clash with core course CY1002slotR2
NA17B006,HS4450$outside,Slot Clash with core course CY1002slotR2
NA17B011,HS3090$outside,Course capacity is full.
NA17B011,HS5920$inside,Slot Clash with already allotted elective course HS4002
NA17B011,HS5920$outside,Slot Clash with already allotted elective course HS4002
NA17B015,HS5920$inside,Slot Clash with core course CY1002slotR2
NA17B015,HS5920$outside,Slot Clash with core course CY1002slotR2
NA17B015,HS2370$outside,Slot Clash with core course CY1002slotR2
NA17B015,HS2370A$outside,Slot Clash with core course CY1002slotR2
NA17B015,HS4002$outside,Slot Clash with core course CY1002slotR2
NA17B015,HS4571$inside,Slot Clash with core course CY1002slotR2
NA17B015,HS4571$outside,Slot Clash with core course CY1002slotR2
NA17B015,HS4450$outside,Slot Clash with core course CY1002slotR2
NA17B020,HS1110$inside,Course capacity is full.
NA17B020,HS1110$outside,Course capacity is full.
NA17B020,HS4571$inside,Course capacity is full.
NA17B020,HS4571$outside,Course capacity is full.
CH17B078,HS2370A$outside,Slot Clash with already allotted elective course HS2370
NA17B024,HS1110$inside,Course capacity is full.
NA17B024,HS1110$outside,Course capacity is full.
NA17B024,HS4571$inside,Course capacity is full.
NA17B024,HS4571$outside,Course capacity is full.
NA17B029,HS1110$inside,Course capacity is full.
NA17B029,HS1110$outside,Course capacity is full.
NA17B029,HS4571$inside,Course capacity is full.
NA17B029,HS4571$outside,Course capacity is full.
NA17B029,HS3280$outside,Slot Clash with already allotted elective course HS4002
NA17B029,HS3280A$outside,Slot Clash with already allotted elective course HS4002
NA17B029,HS3090$outside,Slot Clash with already allotted elective course HS4002
NA17B029,HS2370$outside,Slot Clash with already allotted elective course HS4002
NA17B029,HS2370A$outside,Slot Clash with already allotted elective course HS4002
NA17B029,HS4210$outside,Slot Clash with already allotted elective course HS4002
NA17B029,HS4450$outside,Slot Clash with already allotted elective course HS4002
NA17B029,HS4030$outside,Slot Clash with already allotted elective course HS4002
NA17B029,HS5920$inside,Slot Clash with already allotted elective course HS4002
